"DOR Code","Municipality","Fiscal Year","Total Outstanding Debt (Schedule A Part 10)","Equalized Values (EQV)","Outstanding Debt as a % of EQV","Population","Outstanding Debt Per Capita","GF Debt Service (Schedule A Part 2)","Total Budget","Debt Service as a % of Budget"
"268","Shelburne","2025","235,975","315,346,600","0.07%","1,886","125","639,607","6,725,705","9.51%"
"269","Sherborn","2021","8,690,000","1,323,636,700","0.66%","4,341","2,002","1,241,505","29,735,603","4.18%"
"269","Sherborn","2022","7,690,000","1,380,482,500","0.56%","4,335","1,774","1,269,458","30,588,609","4.15%"
"269","Sherborn","2023","12,005,000","1,380,482,500","0.87%","4,401","2,728","1,717,461","32,225,080","5.33%"
"269","Sherborn","2024","10,720,000","1,468,975,200","0.73%","4,390","2,442","1,826,984","34,250,037","5.33%"
"269","Sherborn","2025","13,565,000","1,468,975,200","0.92%","4,372","3,103","1,816,274","35,169,111","5.16%"
"270","Shirley","2021","3,548,980","706,189,700","0.50%","7,649","464","803,208","16,671,628","4.82%"
"270","Shirley","2022","2,976,667","778,088,400","0.38%","7,636","390","653,569","16,064,200","4.07%"
"270","Shirley","2023","2,409,354","778,088,400","0.31%","7,431","324","625,278","17,189,210","3.64%"
"270","Shirley","2024","1,847,107","847,533,600","0.22%","7,279","254","620,764","17,770,378","3.49%"
"270","Shirley","2025","1,299,861","847,533,600","0.15%","6,782","192","587,185","18,824,014","3.12%"
"271","Shrewsbury","2021","140,530,927","6,091,353,800","2.31%","37,973","3,701","12,977,037","136,428,322","9.51%"
"271","Shrewsbury","2022","123,825,051","6,818,364,500","1.82%","38,526","3,214","15,907,660","156,358,387","10.17%"
"271","Shrewsbury","2023","120,268,813","6,818,364,500","1.76%","38,325","3,138","12,564,960","157,005,124","8.00%"
"271","Shrewsbury","2024","115,611,899","7,215,094,200","1.60%","38,999","2,964","12,488,733","170,973,036","7.31%"
"271","Shrewsbury","2025","110,958,970","7,215,094,200","1.54%","39,805","2,788","12,566,125","176,576,356","7.12%"
"272","Shutesbury","2021","856,474","220,424,500","0.39%","1,774","483","20,257","6,986,965","0.29%"
"272","Shutesbury","2022","758,332","243,958,800","0.31%","1,754","432","10,142","8,049,614","0.13%"
"272","Shutesbury","2023","660,184","243,958,800","0.27%","1,717","384","10,148","8,121,499","0.13%"
"272","Shutesbury","2024","565,610","258,085,500","0.22%","1,731","327","6,574","7,716,231","0.09%"
"272","Shutesbury","2025","471,031","258,085,500","0.18%","1,726","273","31,695","7,766,528","0.41%"
"273","Somerset","2021","6,186,598","2,248,577,600","0.28%","18,181","340","398,000","62,401,737","0.64%"
"273","Somerset","2022","5,038,490","2,395,477,400","0.21%","18,129","278","383,812","61,600,568","0.62%"
"273","Somerset","2023","50,420,722","2,395,477,400","2.10%","18,303","2,755","364,814","69,189,783","0.53%"
"273","Somerset","2024","48,351,100","2,845,873,800","1.70%","18,250","2,649","3,193,987","70,936,675","4.50%"
"273","Somerset","2025","53,412,697","2,845,873,800","1.88%","18,192","2,936","3,088,950","75,636,867","4.08%"
"274","Somerville","2021","266,242,923","15,170,069,800","1.76%","81,562","3,264","15,011,301","278,620,750","5.39%"
"274","Somerville","2022","296,392,690","19,987,384,600","1.48%","81,360","3,643","19,075,851","308,106,373","6.19%"
"274","Somerville","2023","317,790,556","19,987,384,600","1.59%","81,045","3,921","19,715,373","337,149,603","5.85%"
"274","Somerville","2024","336,572,381","22,812,899,800","1.48%","79,815","4,217","21,051,106","381,620,696","5.52%"
"274","Somerville","2025","354,632,375","22,812,899,800","1.55%","79,762","4,446","21,706,114","391,265,310","5.55%"
"275","South Hadley","2021","23,941,899","1,608,596,500","1.49%","17,806","1,345","3,063,002","47,181,169","6.49%"
"275","South Hadley","2022","33,626,876","1,745,214,700","1.93%","17,625","1,908","3,606,269","50,999,876","7.07%"
"275","South Hadley","2023","31,200,691","1,745,214,700","1.79%","18,150","1,719","3,433,439","52,536,364","6.54%"
"275","South Hadley","2024","28,768,218","1,917,250,100","1.50%","17,995","1,599","3,363,238","56,312,554","5.97%"
"275","South Hadley","2025","26,349,333","1,917,250,100","1.37%","18,046","1,460","3,262,675","58,154,591","5.61%"
"276","Southampton","2021","5,713,837","751,039,000","0.76%","6,196","922","335,709","18,902,428","1.78%"
"276","Southampton","2022","5,055,437","841,345,200","0.60%","6,171","819","420,869","19,334,592","2.18%"
"276","Southampton","2023","4,405,128","841,345,200","0.52%","6,224","708","2,033,294","20,248,765","10.04%"
"276","Southampton","2024","3,893,454","940,959,000","0.41%","6,187","629","563,845","21,912,097","2.57%"
"276","Southampton","2025","","940,959,000","","6,207","","","23,001,529",""
"277","Southborough","2021","30,707,254","2,581,928,000","1.19%","10,169","3,020","3,384,553","55,413,400","6.11%"
"277","Southborough","2022","27,877,176","2,780,408,500","1.00%","10,208","2,731","3,330,983","57,066,830","5.84%"
"277","Southborough","2023","25,167,079","2,780,408,500","0.91%","10,450","2,408","3,081,472","60,187,290","5.12%"
"277","Southborough","2024","29,132,365","3,033,118,400","0.96%","10,421","2,796","1,856,902","60,327,003","3.08%"
"277","Southborough","2025","30,920,901","3,033,118,400","1.02%","10,409","2,971","2,156,111","64,152,247","3.36%"
"278","Southbridge","2021","43,616,103","1,062,982,400","4.10%","16,931","2,576","2,580,054","59,357,122","4.35%"
"278","Southbridge","2022","39,552,204","1,200,715,500","3.29%","16,878","2,343","2,944,021","64,136,939","4.59%"
"278","Southbridge","2023","35,720,910","1,200,715,500","2.97%","17,740","2,014","2,974,168","68,193,813","4.36%"
"278","Southbridge","2024","31,957,560","1,422,813,300","2.25%","17,657","1,810","2,971,458","69,169,497","4.30%"
"278","Southbridge","2025","28,216,803","1,422,813,300","1.98%","17,619","1,601","2,879,936","77,067,412","3.74%"
"279","Southwick","2021","21,545,806","1,108,115,700","1.94%","9,793","2,200","730,492","28,005,291","2.61%"
"279","Southwick","2022","20,175,076","1,204,413,300","1.68%","9,740","2,071","932,829","29,554,121","3.16%"
"279","Southwick","2023","18,809,544","1,204,413,300","1.56%","9,232","2,037","922,417","32,379,063","2.85%"
"279","Southwick","2024","17,433,763","1,295,630,000","1.35%","9,196","1,896","1,226,064","33,078,315","3.71%"
"279","Southwick","2025","20,732,266","1,295,630,000","1.60%","9,190","2,256","1,360,565","34,490,431","3.95%"
"280","Spencer","2021","22,930,113","1,117,662,500","2.05%","11,971","1,915","1,543,236","23,934,635","6.45%"
"280","Spencer","2022","21,375,248","1,231,722,600","1.74%","11,935","1,791","1,435,010","24,120,163","5.95%"
"280","Spencer","2023","21,677,089","1,231,722,600","1.76%","11,992","1,808","1,386,760","25,670,589","5.40%"
"280","Spencer","2024","60,289,914","1,407,446,100","4.28%","11,928","5,054","1,343,510","27,137,525","4.95%"
"280","Spencer","2025","57,398,549","1,407,446,100","4.08%","11,911","4,819","1,300,260","28,606,253","4.55%"
"281","Springfield","2021","193,500,000","8,214,498,300","2.36%","155,032","1,248","41,916,148","715,681,710","5.86%"
"281","Springfield","2022","237,225,000","9,395,931,000","2.52%","153,606","1,544","32,573,473","782,738,422","4.16%"
"281","Springfield","2023","219,549,000","9,395,931,000","2.34%","155,929","1,408","26,708,577","847,210,667","3.15%"
"281","Springfield","2024","241,289,000","11,356,806,000","2.12%","154,789","1,559","28,438,066","939,994,067","3.03%"
"281","Springfield","2025","228,789,000","11,356,806,000","2.01%","154,064","1,485","26,178,264","957,886,734","2.73%"
"282","Sterling","2021","2,570,173","1,126,832,600","0.23%","8,190","314","513,935","26,154,763","1.97%"
"282","Sterling","2022","2,277,134","1,256,274,900","0.18%","8,174","279","297,040","26,297,820","1.13%"
"282","Sterling","2023","4,123,214","1,256,274,900","0.33%","7,985","516","386,593","28,074,037","1.38%"
"282","Sterling","2024","4,558,418","1,439,088,200","0.32%","8,152","559","384,859","30,516,971","1.26%"
"282","Sterling","2025","5,587,717","1,439,088,200","0.39%","8,139","687","458,910","30,643,516","1.50%"
"283","Stockbridge","2021","10,174,206","897,418,300","1.13%","1,903","5,346","1,651,973","12,163,451","13.58%"
"283","Stockbridge","2022","10,254,563","951,374,700","1.08%","1,890","5,426","1,534,860","11,612,669","13.22%"
"283","Stockbridge","2023","12,325,807","951,374,700","1.30%","2,018","6,108","2,059,200","13,807,181","14.91%"
"283","Stockbridge","2024","10,422,854","1,037,162,900","1.00%","2,003","5,204","2,507,511","15,062,953","16.65%"
"283","Stockbridge","2025","9,705,618","1,037,162,900","0.94%","1,998","4,858","1,172,680","14,716,614","7.97%"
"284","Stoneham","2021","20,310,765","4,037,834,200","0.50%","22,729","894","4,154,276","71,949,707","5.77%"
"284","Stoneham","2022","147,855,779","4,676,207,700","3.16%","24,126","6,128","2,881,813","73,834,868","3.90%"
"284","Stoneham","2023","144,517,045","4,676,207,700","3.09%","23,244","6,217","9,131,016","83,723,417","10.91%"
"284","Stoneham","2024","140,858,949","5,178,336,700","2.72%","22,877","6,157","8,620,334","87,881,105","9.81%"
"284","Stoneham","2025","158,819,099","5,178,336,700","3.07%","22,705","6,995","8,473,793","93,591,463","9.05%"
"285","Stoughton","2021","100,900,323","4,014,565,300","2.51%","28,950","3,485","8,030,651","114,520,092","7.01%"
"285","Stoughton","2022","114,923,399","4,681,174,300","2.46%","28,915","3,975","7,799,172","114,292,655","6.82%"
"285","Stoughton","2023","111,808,116","4,681,174,300","2.39%","29,281","3,818","8,631,467","126,652,419","6.82%"
"285","Stoughton","2024","104,944,765","5,187,577,900","2.02%","29,132","3,602","8,404,165","132,553,654","6.34%"
"285","Stoughton","2025","109,776,039","5,187,577,900","2.12%","28,969","3,789","8,136,614","139,689,714","5.83%"
"286","Stow","2021","21,458,633","1,326,450,500","1.62%","7,214","2,975","2,073,602","32,173,288","6.45%"
"286","Stow","2022","20,202,507","1,445,144,700","1.40%","7,234","2,793","2,023,255","33,208,992","6.09%"
"286","Stow","2023","18,911,296","1,445,144,700","1.31%","7,174","2,636","2,006,018","36,024,180","5.57%"
"286","Stow","2024","17,575,000","1,594,927,000","1.10%","7,059","2,490","2,015,735","36,895,869","5.46%"
"286","Stow","2025","16,275,000","1,594,927,000","1.02%","7,042","2,311","1,938,527","38,965,663","4.98%"
"287","Sturbridge","2021","27,481,554","1,304,272,900","2.11%","9,640","2,851","1,473,435","43,103,935","3.42%"
"287","Sturbridge","2022","24,703,324","1,458,329,400","1.69%","9,597","2,574","1,436,730","43,803,765","3.28%"
"287","Sturbridge","2023","22,209,617","1,458,329,400","1.52%","9,867","2,251","1,388,985","47,011,075","2.96%"
"287","Sturbridge","2024","30,565,107","1,540,777,200","1.98%","9,846","3,104","1,376,799","50,821,373","2.71%"
"287","Sturbridge","2025","27,489,458","1,540,777,200","1.78%","9,882","2,782","2,335,713","55,425,169","4.21%"
"288","Sudbury","2021","29,905,000","4,796,024,700","0.62%","19,627","1,524","3,396,195","108,817,836","3.12%"
"288","Sudbury","2022","27,335,000","5,131,906,400","0.53%","19,655","1,391","2,301,272","112,753,988","2.04%"
"288","Sudbury","2023","25,430,000","5,131,906,400","0.50%","18,934","1,343","2,096,160","116,963,657","1.79%"
"288","Sudbury","2024","57,795,000","5,513,521,800","1.05%","19,059","3,032","3,093,131","124,481,591","2.49%"
"288","Sudbury","2025","54,275,000","5,513,521,800","0.98%","18,965","2,862","4,897,465","125,701,358","3.90%"
"289","Sunderland","2021","0","374,363,600","0.00%","3,659","0","369,831","9,696,785","3.81%"
"289","Sunderland","2022","0","388,097,600","0.00%","3,629","0","164,155","10,203,158","1.61%"
"289","Sunderland","2023","0","388,097,600","0.00%","3,663","0","133,945","10,415,443","1.29%"
"289","Sunderland","2024","0","458,245,200","0.00%","3,662","0","274,451","12,084,083","2.27%"
"289","Sunderland","2025","0","458,245,200","0.00%","3,647","0","112,497","11,580,799","0.97%"
"290","Sutton","2021","26,412,239","1,481,010,900","1.78%","9,551","2,765","4,259,744","36,144,043","11.79%"
"290","Sutton","2022","23,774,293","1,666,618,900","1.43%","9,582","2,481","4,420,768","40,433,001","10.93%"
"290","Sutton","2023","20,847,679","1,666,618,900","1.25%","9,357","2,228","3,371,551","41,199,503","8.18%"
"290","Sutton","2024","18,169,156","1,838,850,200","0.99%","9,361","1,941","3,278,737","41,781,114","7.85%"
"290","Sutton","2025","15,480,000","1,838,850,200","0.84%","9,379","1,650","3,186,691","41,973,381","7.59%"
"291","Swampscott","2021","30,414,296","3,001,502,900","1.01%","15,227","1,997","3,514,452","62,930,223","5.59%"
"291","Swampscott","2022","93,524,116","3,428,507,500","2.73%","15,298","6,113","3,299,096","64,910,088","5.08%"
"291","Swampscott","2023","89,563,576","3,428,507,500","2.61%","15,111","5,927","6,847,287","69,252,820","9.89%"
"291","Swampscott","2024","89,612,671","4,007,032,500","2.24%","15,155","5,913","7,069,094","71,503,599","9.89%"
"291","Swampscott","2025","87,106,390","4,007,032,500","2.17%","15,280","5,701","7,503,311","74,498,942","10.07%"
"292","Swansea","2021","5,300,626","2,243,617,600","0.24%","16,705","317","866,957","50,088,120","1.73%"
"292","Swansea","2022","4,682,258","2,431,716,500","0.19%","16,834","278","746,269","51,048,591","1.46%"
"292","Swansea","2023","4,133,519","2,431,716,500","0.17%","17,144","241","626,797","71,285,845","0.88%"
"292","Swansea","2024","4,444,402","2,751,746,600","0.16%","17,259","258","620,441","58,204,734","1.07%"
"292","Swansea","2025","3,804,898","2,751,746,600","0.14%","17,307","220","573,966","73,835,577","0.78%"
"293","Taunton","2021","157,114,470","5,319,886,500","2.95%","57,296","2,742","5,212,885","230,089,784","2.27%"
"293","Taunton","2022","144,413,725","6,152,158,200","2.35%","57,464","2,513","5,381,053","253,900,209","2.12%"
"293","Taunton","2023","159,908,784","6,152,158,200","2.60%","59,408","2,692","4,849,249","263,588,506","1.84%"
"293","Taunton","2024","235,013,500","7,410,717,500","3.17%","59,600","3,943","5,250,958","282,472,258","1.86%"
"293","Taunton","2025","273,904,604","7,410,717,500","3.70%","59,922","4,571","8,446,833","302,821,397","2.79%"
"294","Templeton","2021","25,515,849","640,991,600","3.98%","8,153","3,130","2,253,181","18,413,527","12.24%"
"294","Templeton","2022","24,393,287","731,826,100","3.33%","8,138","2,997","2,175,616","19,295,092","11.28%"
"294","Templeton","2023","24,063,884","731,826,100","3.29%","8,149","2,953","2,228,232","19,369,218","11.50%"
"294","Templeton","2024","22,723,255","893,567,900","2.54%","8,160","2,785","2,108,747","20,168,099","10.46%"
"294","Templeton","2025","21,355,940","893,567,900","2.39%","8,183","2,610","2,076,916","21,737,788","9.55%"
"295","Tewksbury","2021","149,550,582","4,874,518,000","3.07%","31,388","4,765","12,920,489","128,239,412","10.08%"
"295","Tewksbury","2022","134,069,129","5,637,921,800","2.38%","31,178","4,300","12,351,441","133,790,445","9.23%"
"295","Tewksbury","2023","121,139,768","5,637,921,800","2.15%","31,342","3,865","11,813,225","141,824,293","8.33%"
"295","Tewksbury","2024","134,547,339","6,249,555,900","2.15%","30,876","4,358","13,364,217","151,525,381","8.82%"
"295","Tewksbury","2025","132,476,679","6,249,555,900","2.12%","30,833","4,297","13,548,151","157,313,327","8.61%"
"296","Tisbury","2021","6,153,742","2,884,208,400","0.21%","4,111","1,497","1,196,645","34,407,284","3.48%"
"296","Tisbury","2022","4,936,408","3,224,394,300","0.15%","4,096","1,205","1,195,469","34,907,213","3.43%"
"296","Tisbury","2023","88,140,498","3,224,394,300","2.73%","4,815","18,305","2,689,140","38,716,040","6.95%"
"296","Tisbury","2024","85,287,195","3,667,871,800","2.33%","4,920","17,335","6,627,387","46,078,390","14.38%"
"296","Tisbury","2025","","3,667,871,800","","4,886","","","46,881,445",""
"297","Tolland","2021","1,736,453","192,519,300","0.90%","509","3,411","235,700","2,181,311","10.81%"
"297","Tolland","2022","1,569,170","196,506,400","0.80%","508","3,089","221,196","2,341,801","9.45%"
"297","Tolland","2023","1,440,950","196,506,400","0.73%","471","3,059","241,317","2,335,677","10.33%"
"297","Tolland","2024","1,679,348","225,103,100","0.75%","465","3,612","170,287","2,413,578","7.06%"
"297","Tolland","2025","2,118,065","225,103,100","0.94%","467","4,535","244,381","2,432,110","10.05%"
"298","Topsfield","2021","25,747,400","1,429,914,200","1.80%","6,627","3,885","1,358,328","31,556,257","4.30%"
"298","Topsfield","2022","24,313,100","1,512,746,600","1.61%","6,641","3,661","1,309,563","32,800,438","3.99%"
"298","Topsfield","2023","23,070,800","1,512,746,600","1.53%","6,569","3,512","1,094,363","34,421,221","3.18%"
"298","Topsfield","2024","21,800,300","1,686,723,900","1.29%","6,555","3,326","1,096,063","36,639,139","2.99%"
"298","Topsfield","2025","20,521,700","1,686,723,900","1.22%","6,504","3,155","1,081,638","38,412,510","2.82%"
"299","Townsend","2021","3,306,300","903,825,200","0.37%","9,547","346","455,727","24,930,026","1.83%"
"299","Townsend","2022","2,875,476","1,028,137,100","0.28%","9,506","302","431,832","24,966,615","1.73%"
"299","Townsend","2023","4,647,756","1,028,137,100","0.45%","9,127","509","359,859","25,394,608","1.42%"
"299","Townsend","2024","4,115,499","1,176,302,500","0.35%","8,983","458","495,223","26,716,085","1.85%"
"299","Townsend","2025","12,618,110","1,176,302,500","1.07%","8,948","1,410","391,330","27,794,064","1.41%"
"300","Truro","2021","1,175,002","2,299,599,100","0.05%","1,999","588","592,193","22,160,522","2.67%"
"300","Truro","2022","9,615,002","2,485,412,200","0.39%","2,008","4,788","537,487","23,977,696","2.24%"
"300","Truro","2023","9,160,002","2,485,412,200","0.37%","2,454","3,733","818,326","26,563,253","3.08%"
"300","Truro","2024","8,700,002","2,624,539,200","0.33%","2,486","3,500","816,675","29,908,458","2.73%"
"300","Truro","2025","8,220,002","2,624,539,200","0.31%","2,486","3,307","816,175","32,720,693","2.49%"
"301","Tyngsborough","2021","16,331,069","1,683,280,600","0.97%","12,418","1,315","791,013","43,933,413","1.80%"
"301","Tyngsborough","2022","15,994,421","1,879,305,900","0.85%","12,527","1,277","767,996","46,163,370","1.66%"
"301","Tyngsborough","2023","24,913,761","1,879,305,900","1.33%","12,380","2,012","1,017,438","48,955,401","2.08%"
"301","Tyngsborough","2024","23,044,291","2,177,318,100","1.06%","12,421","1,855","1,346,088","49,063,608","2.74%"
"301","Tyngsborough","2025","69,606,883","2,177,318,100","3.20%","12,368","5,628","2,909,187","52,999,166","5.49%"
"302","Tyringham","2021","20,000","201,948,700","0.01%","316","63","21,100","1,788,631","1.18%"
"302","Tyringham","2022","0","214,764,900","0.00%","312","0","20,694","1,877,570","1.10%"
"302","Tyringham","2023","0","214,764,900","0.00%","427","0","0","1,886,339","0.00%"
"302","Tyringham","2024","0","228,166,500","0.00%","423","0","0","1,943,373","0.00%"
"302","Tyringham","2025","0","228,166,500","0.00%","421","0","0","2,274,353","0.00%"
"303","Upton","2021","6,136,100","1,214,624,300","0.51%","8,012","766","108,104","25,344,331","0.43%"
"303","Upton","2022","17,440,000","1,323,346,500","1.32%","8,065","2,162","76,581","28,237,317","0.27%"
"303","Upton","2023","16,505,000","1,323,346,500","1.25%","8,000","2,063","787,632","28,703,006","2.74%"
"303","Upton","2024","15,495,000","1,431,109,500","1.08%","8,050","1,925","775,495","29,727,857","2.61%"
"303","Upton","2025","14,460,000","1,431,109,500","1.01%","8,128","1,779","777,313","31,293,377","2.48%"
"304","Uxbridge","2021","68,643,317","1,755,491,600","3.91%","14,095","4,870","2,320,157","57,605,754","4.03%"
"304","Uxbridge","2022","63,533,696","2,020,830,200","3.14%","14,195","4,476","2,249,889","58,476,091","3.85%"
"304","Uxbridge","2023","60,079,231","2,020,830,200","2.97%","14,162","4,242","2,221,337","60,935,886","3.65%"
"304","Uxbridge","2024","56,552,661","2,302,233,500","2.46%","14,270","3,963","2,082,401","63,110,809","3.30%"
"304","Uxbridge","2025","53,053,717","2,302,233,500","2.30%","14,386","3,688","2,186,585","68,684,365","3.18%"
"305","Wakefield","2021","54,994,605","5,099,399,000","1.08%","27,135","2,027","0","102,893,710","0.00%"
"305","Wakefield","2022","54,777,324","5,733,498,000","0.96%","27,045","2,025","0","108,533,134","0.00%"
"305","Wakefield","2023","66,565,040","5,733,498,000","1.16%","27,090","2,457","0","113,478,295","0.00%"
"305","Wakefield","2024","62,987,883","6,497,773,200","0.97%","27,104","2,324","0","118,001,025","0.00%"
"305","Wakefield","2025","140,175,473","6,497,773,200","2.16%","27,069","5,178","0","125,764,771","0.00%"
"306","Wales","2021","0","170,538,800","0.00%","1,898","0","0","5,679,909","0.00%"
"306","Wales","2022","0","184,036,100","0.00%","1,874","0","57,002","5,659,862","1.01%"
"306","Wales","2023","0","184,036,100","0.00%","1,832","0","53,976","5,995,883","0.90%"
"306","Wales","2024","0","206,597,900","0.00%","1,816","0","52,988","6,176,902","0.86%"
"306","Wales","2025","","206,597,900","","1,807","","","6,229,223",""
"307","Walpole","2021","45,370,889","4,736,050,400","0.96%","25,209","1,800","3,275,162","104,543,285","3.13%"
"307","Walpole","2022","93,222,214","5,276,015,500","1.77%","25,200","3,699","3,469,164","112,765,659","3.08%"
"307","Walpole","2023","108,037,552","5,276,015,500","2.05%","26,383","4,095","6,497,989","119,890,965","5.42%"
"307","Walpole","2024","109,005,976","5,952,614,800","1.83%","26,652","4,090","7,677,057","128,291,105","5.98%"
"307","Walpole","2025","103,842,626","5,952,614,800","1.74%","26,277","3,952","7,381,016","142,580,608","5.18%"
"308","Waltham","2021","248,709,672","12,407,269,700","2.00%","62,962","3,950","13,289,487","252,228,673","5.27%"
"308","Waltham","2022","235,715,796","15,280,634,600","1.54%","62,495","3,772","19,626,522","269,189,332","7.29%"
"308","Waltham","2023","221,773,780","15,280,634,600","1.45%","65,218","3,400","18,429,604","284,561,500","6.48%"
"308","Waltham","2024","255,994,566","17,215,737,300","1.49%","64,015","3,999","18,561,337","301,095,755","6.17%"
"308","Waltham","2025","355,143,188","17,215,737,300","2.06%","64,065","5,543","23,139,707","321,118,698","7.21%"
"309","Ware","2021","4,025,684","757,553,700","0.53%","9,811","410","848,283","31,931,155","2.66%"
"309","Ware","2022","4,088,299","812,035,400","0.50%","9,711","421","723,870","34,865,526","2.08%"
"309","Ware","2023","4,435,000","812,035,400","0.55%","10,066","441","831,546","37,738,889","2.20%"
"309","Ware","2024","3,950,000","922,889,900","0.43%","10,178","388","620,013","39,780,406","1.56%"
"309","Ware","2025","","922,889,900","","10,385","","588,950","39,705,060","1.48%"
"310","Wareham","2021","36,994,994","3,709,170,100","1.00%","22,666","1,632","1,957,633","72,739,933","2.69%"
"310","Wareham","2022","35,984,687","4,129,275,400","0.87%","22,745","1,582","1,725,010","75,351,445","2.29%"
"310","Wareham","2023","40,016,309","4,129,275,400","0.97%","23,303","1,717","1,899,535","78,442,839","2.42%"
"310","Wareham","2024","39,061,056","4,699,228,300","0.83%","23,317","1,675","2,163,222","84,343,613","2.57%"
"310","Wareham","2025","35,875,021","4,699,228,300","0.76%","23,151","1,550","2,150,858","94,035,177","2.29%"
"311","Warren","2021","2,324,143","395,108,500","0.59%","5,248","443","111,759","8,986,573","1.24%"
"311","Warren","2022","2,270,203","430,289,400","0.53%","5,222","435","110,859","10,464,813","1.06%"
"311","Warren","2023","2,214,482","430,289,400","0.51%","4,975","445","161,272","12,080,853","1.34%"
"311","Warren","2024","2,156,916","487,514,800","0.44%","4,955","435","174,092","12,762,077","1.36%"
"311","Warren","2025","2,097,438","487,514,800","0.43%","4,968","422","250,568","13,063,299","1.92%"
"312","Warwick","2021","0","78,434,800","0.00%","780","0","31,258","2,027,252","1.54%"
"312","Warwick","2022","0","82,405,000","0.00%","769","0","27,725","2,313,451","1.20%"
"312","Warwick","2023","0","82,405,000","0.00%","780","0","979","2,318,175","0.04%"
"312","Warwick","2024","0","91,765,300","0.00%","782","0","6,911","3,110,535","0.22%"
"312","Warwick","2025","0","91,765,300","0.00%","780","0","3,394","3,757,714","0.09%"
"313","Washington","2021","1,064,152","85,102,900","1.25%","541","1,967","50,091","1,917,182","2.61%"
"313","Washington","2022","1,005,027","85,907,800","1.17%","541","1,858","39,738","2,054,353","1.93%"
"313","Washington","2023","925,871","85,907,800","1.08%","494","1,874","70,895","2,256,890","3.14%"
"313","Washington","2024","853,420","96,983,700","0.88%","493","1,731","113,613","2,496,977","4.55%"
"313","Washington","2025","905,062","96,983,700","0.93%","497","1,821","184,750","2,540,533","7.27%"
"314","Watertown","2021","132,374,130","7,951,185,300","1.66%","35,954","3,682","7,508,869","151,943,638","4.94%"
"314","Watertown","2022","159,064,440","9,830,970,500","1.62%","35,939","4,426","14,909,686","183,954,474","8.11%"
"314","Watertown","2023","228,505,750","9,830,970,500","2.32%","35,329","6,468","17,431,640","188,423,589","9.25%"
"314","Watertown","2024","273,202,650","11,132,886,300","2.45%","35,149","7,773","24,189,001","210,019,191","11.52%"
"314","Watertown","2025","311,659,550","11,132,886,300","2.80%","35,022","8,899","28,162,715","205,407,678","13.71%"
"315","Wayland","2021","74,651,349","3,847,489,100","1.94%","13,882","5,378","6,883,150","88,510,878","7.78%"
"315","Wayland","2022","69,150,375","4,238,747,600","1.63%","13,835","4,998","6,634,542","92,736,341","7.15%"
"315","Wayland","2023","80,090,001","4,238,747,600","1.89%","13,943","5,744","6,006,128","97,523,017","6.16%"
"315","Wayland","2024","73,190,000","4,401,061,600","1.66%","13,724","5,333","8,351,117","104,887,122","7.96%"
"315","Wayland","2025","66,350,000","4,401,061,600","1.51%","13,664","4,856","7,599,222","107,874,515","7.05%"
"316","Webster","2021","45,959,310","1,607,119,100","2.86%","17,027","2,699","3,119,140","50,216,218","6.21%"
"316","Webster","2022","42,320,717","1,844,205,900","2.29%","16,949","2,497","2,916,977","50,021,095","5.83%"
"316","Webster","2023","61,932,241","1,844,205,900","3.36%","17,776","3,484","2,841,080","56,805,967","5.00%"
"316","Webster","2024","71,116,352","2,051,784,300","3.47%","17,651","4,029","4,471,332","62,351,993","7.17%"
"316","Webster","2025","82,957,180","2,051,784,300","4.04%","17,601","4,713","4,472,512","62,988,818","7.10%"
"317","Wellesley","2021","118,945,105","12,421,188,300","0.96%","29,673","4,009","15,970,941","177,935,327","8.98%"
"317","Wellesley","2022","189,231,191","13,524,019,800","1.40%","28,670","6,600","17,416,858","184,707,034","9.43%"
"317","Wellesley","2023","175,439,277","13,524,019,800","1.30%","29,550","5,937","22,508,372","211,793,603","10.63%"
"317","Wellesley","2024","180,590,486","14,471,634,900","1.25%","30,191","5,982","19,140,672","200,715,175","9.54%"
"317","Wellesley","2025","166,386,876","14,471,634,900","1.15%","30,524","5,451","20,505,115","222,648,268","9.21%"
"318","Wellfleet","2021","22,465,859","2,523,728,900","0.89%","2,729","8,232","1,599,780","23,325,021","6.86%"
"318","Wellfleet","2022","20,656,778","2,661,294,900","0.78%","2,724","7,583","2,216,872","26,116,657","8.49%"
"318","Wellfleet","2023","18,915,183","2,661,294,900","0.71%","3,566","5,304","2,039,835","29,095,823","7.01%"
"318","Wellfleet","2024","28,199,691","2,962,150,700","0.95%","3,635","7,758","2,037,416","33,698,479","6.05%"
"318","Wellfleet","2025","25,356,178","2,962,150,700","0.86%","3,644","6,958","3,777,757","36,343,573","10.40%"
"319","Wendell","2021","836,755","95,742,900","0.87%","886","944","148,370","3,587,902","4.14%"
"319","Wendell","2022","806,528","102,149,000","0.79%","878","919","153,495","3,730,279","4.12%"
"319","Wendell","2023","775,016","102,149,000","0.76%","924","839","118,416","4,459,634","2.66%"
"319","Wendell","2024","742,165","119,774,300","0.62%","926","801","248,426","4,241,265","5.86%"
"319","Wendell","2025","707,918","119,774,300","0.59%","921","769","317,393","4,755,439","6.67%"
"320","Wenham","2021","2,781,499","823,685,800","0.34%","5,284","526","493,506","22,314,851","2.21%"
"320","Wenham","2022","1,500,000","946,329,400","0.16%","5,278","284","402,959","22,719,468","1.77%"
